eval_id,claim,true_label,source_type
2264,Certain herbal remedies may reduce stress,uncertain,health_journal
2265,lemon water may help improve concentration,uncertain,tiktok
2266,Vaccines permanently weaken the immune system,myth,youtube
2267,garlic cures all diseases,myth,social_media
2268,apple cider vinegar could help with digestion,uncertain,medical_source
2269,Green tea might support metabolism,uncertain,social_media
2270,Doctors hide natural cures from patients,myth,youtube
2271,Drinking only juice detoxes the body completely,myth,health_journal
2272,Green tea might support metabolism,uncertain,health_journal
2273,Intermittent fasting may improve some health markers,uncertain,tiktok
2274,lemon water instantly lowers blood sugar,myth,social_media
2275,green tea may help improve concentration,uncertain,health_journal
2276,Drinking only juice detoxes the body completely,myth,youtube
2277,Eating fruits and vegetables supports immunity,reliable,youtube
2278,Intermittent fasting may improve some health markers,uncertain,youtube
2279,ginger tea instantly lowers blood sugar,myth,tiktok
2280,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2281,Green tea might support metabolism,uncertain,forum
2282,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2283,Vaccines permanently weaken the immune system,myth,medical_source
2284,ginger tea cures all diseases,myth,medical_source
2285,Exercise helps maintain cardiovascular health,reliable,social_media
2286,Eating fruits and vegetables supports immunity,reliable,forum
2287,Doctors hide natural cures from patients,myth,blog
2288,Exercise helps maintain cardiovascular health,reliable,social_media
2289,Intermittent fasting may improve some health markers,uncertain,forum
2290,Vaccination reduces risk of infectious diseases,reliable,tiktok
2291,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2292,green tea could help with digestion,uncertain,social_media
2293,Vaccination reduces risk of infectious diseases,reliable,forum
2294,Doctors hide natural cures from patients,myth,social_media
2295,Certain herbal remedies may reduce stress,uncertain,youtube
2296,Vaccination reduces risk of infectious diseases,reliable,health_journal
2297,Vaccination reduces risk of infectious diseases,reliable,forum
2298,Certain herbal remedies may reduce stress,uncertain,social_media
2299,lemon water instantly lowers blood sugar,myth,medical_source
2300,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2301,Regular sleep supports brain function,reliable,social_media
2302,Vaccination reduces risk of infectious diseases,reliable,tiktok
2303,Certain herbal remedies may reduce stress,uncertain,medical_source
2304,Eating fruits and vegetables supports immunity,reliable,forum
2305,Vaccination reduces risk of infectious diseases,reliable,social_media
2306,Drinking only juice detoxes the body completely,myth,tiktok
2307,garlic may help improve concentration,uncertain,youtube
2308,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2309,Eating fruits and vegetables supports immunity,reliable,youtube
2310,Eating fruits and vegetables supports immunity,reliable,health_journal
2311,Regular sleep supports brain function,reliable,forum
2312,apple cider vinegar instantly lowers blood sugar,myth,tiktok
2313,Regular sleep supports brain function,reliable,forum
2314,Washing hands reduces spread of bacteria and viruses,reliable,youtube
2315,lemon water could help with digestion,uncertain,blog
2316,garlic may help improve concentration,uncertain,blog
2317,Vaccines permanently weaken the immune system,myth,youtube
2318,honey cures all diseases,myth,social_media
2319,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2320,Washing hands reduces spread of bacteria and viruses,reliable,blog
2321,Doctors hide natural cures from patients,myth,blog
2322,Vaccination reduces risk of infectious diseases,reliable,social_media
2323,Doctors hide natural cures from patients,myth,forum
2324,ginger tea could help with digestion,uncertain,tiktok
2325,Vaccines permanently weaken the immune system,myth,medical_source
2326,turmeric cures all diseases,myth,social_media
2327,honey could help with digestion,uncertain,tiktok
2328,Eating fruits and vegetables supports immunity,reliable,blog
2329,Regular sleep supports brain function,reliable,tiktok
2330,Regular sleep supports brain function,reliable,social_media
2331,Intermittent fasting may improve some health markers,uncertain,social_media
2332,Doctors hide natural cures from patients,myth,medical_source
2333,ginger tea instantly lowers blood sugar,myth,blog
2334,Washing hands reduces spread of bacteria and viruses,reliable,blog
2335,Washing hands reduces spread of bacteria and viruses,reliable,youtube
2336,Exercise helps maintain cardiovascular health,reliable,youtube
2337,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2338,green tea could help with digestion,uncertain,forum
2339,Regular sleep supports brain function,reliable,youtube
2340,turmeric instantly lowers blood sugar,myth,health_journal
2341,Intermittent fasting may improve some health markers,uncertain,medical_source
2342,green tea cures all diseases,myth,medical_source
2343,Exercise helps maintain cardiovascular health,reliable,health_journal
2344,green tea could help with digestion,uncertain,health_journal
2345,Exercise helps maintain cardiovascular health,reliable,social_media
2346,apple cider vinegar could help with digestion,uncertain,forum
2347,Certain herbal remedies may reduce stress,uncertain,tiktok
2348,Certain herbal remedies may reduce stress,uncertain,medical_source
2349,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2350,garlic cures all diseases,myth,health_journal
2351,Drinking only juice detoxes the body completely,myth,social_media
2352,Certain herbal remedies may reduce stress,uncertain,social_media
2353,Green tea might support metabolism,uncertain,social_media
2354,Green tea might support metabolism,uncertain,medical_source
2355,Exercise helps maintain cardiovascular health,reliable,blog
2356,green tea cures all diseases,myth,youtube
2357,ginger tea could help with digestion,uncertain,medical_source
2358,Drinking only juice detoxes the body completely,myth,medical_source
2359,Vaccines permanently weaken the immune system,myth,youtube
2360,Vaccination reduces risk of infectious diseases,reliable,youtube
2361,ginger tea may help improve concentration,uncertain,blog
2362,honey cures all diseases,myth,health_journal
2363,honey cures all diseases,myth,social_media
2364,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2365,Vaccines permanently weaken the immune system,myth,social_media
2366,Eating fruits and vegetables supports immunity,reliable,social_media
2367,green tea cures all diseases,myth,youtube
2368,Regular sleep supports brain function,reliable,blog
2369,honey cures all diseases,myth,tiktok
2370,Green tea might support metabolism,uncertain,tiktok
2371,Regular sleep supports brain function,reliable,medical_source
2372,Green tea might support metabolism,uncertain,medical_source
2373,ginger tea cures all diseases,myth,health_journal
2374,ginger tea cures all diseases,myth,blog
2375,Green tea might support metabolism,uncertain,medical_source
2376,honey instantly lowers blood sugar,myth,health_journal
2377,green tea could help with digestion,uncertain,youtube
2378,Eating fruits and vegetables supports immunity,reliable,tiktok
2379,Doctors hide natural cures from patients,myth,forum
2380,Eating fruits and vegetables supports immunity,reliable,youtube
2381,Drinking only juice detoxes the body completely,myth,health_journal
2382,Doctors hide natural cures from patients,myth,social_media
2383,ginger tea could help with digestion,uncertain,tiktok
2384,turmeric cures all diseases,myth,medical_source
2385,apple cider vinegar could help with digestion,uncertain,medical_source
2386,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2387,Regular sleep supports brain function,reliable,tiktok
2388,Green tea might support metabolism,uncertain,blog
2389,Doctors hide natural cures from patients,myth,youtube
2390,Drinking only juice detoxes the body completely,myth,forum
2391,green tea cures all diseases,myth,health_journal
2392,Exercise helps maintain cardiovascular health,reliable,social_media
2393,Green tea might support metabolism,uncertain,social_media
2394,Drinking only juice detoxes the body completely,myth,tiktok
2395,Intermittent fasting may improve some health markers,uncertain,medical_source
2396,Drinking only juice detoxes the body completely,myth,health_journal
2397,Drinking only juice detoxes the body completely,myth,youtube
2398,Vaccines permanently weaken the immune system,myth,medical_source
2399,Intermittent fasting may improve some health markers,uncertain,medical_source
2400,green tea instantly lowers blood sugar,myth,youtube
2401,Intermittent fasting may improve some health markers,uncertain,tiktok
2402,Regular sleep supports brain function,reliable,forum
2403,Exercise helps maintain cardiovascular health,reliable,medical_source
2404,Vaccines permanently weaken the immune system,myth,medical_source
2405,Certain herbal remedies may reduce stress,uncertain,tiktok
2406,Drinking only juice detoxes the body completely,myth,health_journal
2407,Vaccination reduces risk of infectious diseases,reliable,youtube
2408,green tea could help with digestion,uncertain,health_journal
2409,Certain herbal remedies may reduce stress,uncertain,blog
2410,Exercise helps maintain cardiovascular health,reliable,youtube
2411,Regular sleep supports brain function,reliable,youtube
2412,Regular sleep supports brain function,reliable,social_media
2413,Regular sleep supports brain function,reliable,youtube
2414,Certain herbal remedies may reduce stress,uncertain,blog
2415,Exercise helps maintain cardiovascular health,reliable,social_media
2416,lemon water may help improve concentration,uncertain,blog
2417,Intermittent fasting may improve some health markers,uncertain,health_journal
2418,Vaccination reduces risk of infectious diseases,reliable,social_media
2419,Regular sleep supports brain function,reliable,forum
2420,Drinking only juice detoxes the body completely,myth,health_journal
2421,Exercise helps maintain cardiovascular health,reliable,social_media
2422,honey could help with digestion,uncertain,youtube
2423,apple cider vinegar may help improve concentration,uncertain,tiktok
2424,Eating fruits and vegetables supports immunity,reliable,youtube
2425,Eating fruits and vegetables supports immunity,reliable,medical_source
2426,Doctors hide natural cures from patients,myth,youtube
2427,ginger tea could help with digestion,uncertain,youtube
2428,ginger tea cures all diseases,myth,health_journal
2429,Eating fruits and vegetables supports immunity,reliable,tiktok
2430,ginger tea could help with digestion,uncertain,forum
2431,Doctors hide natural cures from patients,myth,medical_source
2432,Exercise helps maintain cardiovascular health,reliable,tiktok
2433,honey instantly lowers blood sugar,myth,health_journal
2434,Eating fruits and vegetables supports immunity,reliable,tiktok
2435,green tea cures all diseases,myth,medical_source
2436,Drinking only juice detoxes the body completely,myth,forum
2437,Eating fruits and vegetables supports immunity,reliable,forum
2438,turmeric could help with digestion,uncertain,tiktok
2439,Certain herbal remedies may reduce stress,uncertain,social_media
2440,Vaccines permanently weaken the immune system,myth,health_journal
2441,honey instantly lowers blood sugar,myth,tiktok
2442,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2443,Vaccination reduces risk of infectious diseases,reliable,health_journal
2444,Exercise helps maintain cardiovascular health,reliable,medical_source
2445,Regular sleep supports brain function,reliable,tiktok
2446,Green tea might support metabolism,uncertain,blog
2447,Regular sleep supports brain function,reliable,blog
2448,Exercise helps maintain cardiovascular health,reliable,forum
2449,apple cider vinegar could help with digestion,uncertain,social_media
2450,turmeric may help improve concentration,uncertain,health_journal
2451,Regular sleep supports brain function,reliable,forum
2452,Drinking only juice detoxes the body completely,myth,tiktok
2453,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2454,Drinking only juice detoxes the body completely,myth,health_journal
2455,apple cider vinegar instantly lowers blood sugar,myth,social_media
2456,Vaccines permanently weaken the immune system,myth,forum
2457,Vaccination reduces risk of infectious diseases,reliable,social_media
2458,apple cider vinegar may help improve concentration,uncertain,health_journal
2459,Intermittent fasting may improve some health markers,uncertain,youtube
2460,Certain herbal remedies may reduce stress,uncertain,blog
2461,Vaccines permanently weaken the immune system,myth,blog
2462,Exercise helps maintain cardiovascular health,reliable,blog
2463,Exercise helps maintain cardiovascular health,reliable,social_media
2464,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2465,Eating fruits and vegetables supports immunity,reliable,tiktok
2466,lemon water instantly lowers blood sugar,myth,blog
2467,Eating fruits and vegetables supports immunity,reliable,medical_source
2468,Doctors hide natural cures from patients,myth,forum
2469,Doctors hide natural cures from patients,myth,health_journal
2470,Doctors hide natural cures from patients,myth,blog
2471,lemon water instantly lowers blood sugar,myth,medical_source
2472,Regular sleep supports brain function,reliable,forum
2473,Regular sleep supports brain function,reliable,tiktok
2474,Green tea might support metabolism,uncertain,social_media
2475,honey instantly lowers blood sugar,myth,health_journal
2476,Exercise helps maintain cardiovascular health,reliable,youtube
2477,Drinking only juice detoxes the body completely,myth,forum
2478,garlic could help with digestion,uncertain,blog
2479,ginger tea instantly lowers blood sugar,myth,forum
2480,Regular sleep supports brain function,reliable,tiktok
2481,Vaccines permanently weaken the immune system,myth,youtube
2482,Vaccination reduces risk of infectious diseases,reliable,health_journal
2483,Intermittent fasting may improve some health markers,uncertain,health_journal
2484,Exercise helps maintain cardiovascular health,reliable,social_media
2485,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2486,Vaccination reduces risk of infectious diseases,reliable,youtube
2487,Vaccines permanently weaken the immune system,myth,social_media
2488,honey could help with digestion,uncertain,tiktok
2489,apple cider vinegar cures all diseases,myth,health_journal
2490,apple cider vinegar could help with digestion,uncertain,medical_source
2491,green tea could help with digestion,uncertain,medical_source
2492,Vaccination reduces risk of infectious diseases,reliable,forum
2493,Certain herbal remedies may reduce stress,uncertain,forum
2494,Intermittent fasting may improve some health markers,uncertain,medical_source
2495,Regular sleep supports brain function,reliable,youtube
2496,Doctors hide natural cures from patients,myth,health_journal
2497,honey could help with digestion,uncertain,blog
2498,Regular sleep supports brain function,reliable,blog
2499,lemon water may help improve concentration,uncertain,youtube
2500,Vaccination reduces risk of infectious diseases,reliable,youtube
2501,Doctors hide natural cures from patients,myth,health_journal
2502,apple cider vinegar instantly lowers blood sugar,myth,tiktok
2503,garlic could help with digestion,uncertain,blog
2504,apple cider vinegar may help improve concentration,uncertain,tiktok
2505,garlic may help improve concentration,uncertain,youtube
2506,ginger tea instantly lowers blood sugar,myth,forum
2507,Doctors hide natural cures from patients,myth,blog
2508,green tea could help with digestion,uncertain,medical_source
2509,Washing hands reduces spread of bacteria and viruses,reliable,youtube
2510,lemon water could help with digestion,uncertain,forum
2511,Drinking only juice detoxes the body completely,myth,forum
2512,garlic could help with digestion,uncertain,tiktok
2513,Doctors hide natural cures from patients,myth,youtube
2514,green tea may help improve concentration,uncertain,medical_source
2515,Doctors hide natural cures from patients,myth,forum
2516,honey cures all diseases,myth,youtube
2517,Eating fruits and vegetables supports immunity,reliable,youtube
2518,Intermittent fasting may improve some health markers,uncertain,health_journal
2519,garlic instantly lowers blood sugar,myth,forum
2520,green tea could help with digestion,uncertain,health_journal
2521,honey cures all diseases,myth,social_media
2522,Regular sleep supports brain function,reliable,youtube
2523,Certain herbal remedies may reduce stress,uncertain,forum
2524,Certain herbal remedies may reduce stress,uncertain,blog
2525,Drinking only juice detoxes the body completely,myth,tiktok
2526,Doctors hide natural cures from patients,myth,medical_source
2527,Doctors hide natural cures from patients,myth,medical_source
2528,Doctors hide natural cures from patients,myth,health_journal
2529,Drinking only juice detoxes the body completely,myth,social_media
2530,lemon water may help improve concentration,uncertain,health_journal
2531,Green tea might support metabolism,uncertain,social_media
2532,Exercise helps maintain cardiovascular health,reliable,medical_source
2533,apple cider vinegar instantly lowers blood sugar,myth,youtube
2534,Exercise helps maintain cardiovascular health,reliable,youtube
2535,Eating fruits and vegetables supports immunity,reliable,tiktok
2536,Intermittent fasting may improve some health markers,uncertain,blog
2537,Drinking only juice detoxes the body completely,myth,social_media
2538,Exercise helps maintain cardiovascular health,reliable,youtube
2539,Intermittent fasting may improve some health markers,uncertain,blog
2540,turmeric cures all diseases,myth,youtube
2541,Green tea might support metabolism,uncertain,blog
2542,Drinking only juice detoxes the body completely,myth,tiktok
2543,Certain herbal remedies may reduce stress,uncertain,medical_source
2544,Certain herbal remedies may reduce stress,uncertain,tiktok
2545,Vaccination reduces risk of infectious diseases,reliable,forum
2546,Vaccines permanently weaken the immune system,myth,blog
2547,Intermittent fasting may improve some health markers,uncertain,forum
2548,Doctors hide natural cures from patients,myth,health_journal
2549,Vaccination reduces risk of infectious diseases,reliable,blog
2550,Exercise helps maintain cardiovascular health,reliable,social_media
2551,Drinking only juice detoxes the body completely,myth,health_journal
2552,Drinking only juice detoxes the body completely,myth,social_media
2553,Vaccination reduces risk of infectious diseases,reliable,social_media
2554,ginger tea could help with digestion,uncertain,tiktok
2555,Regular sleep supports brain function,reliable,health_journal
2556,Washing hands reduces spread of bacteria and viruses,reliable,forum
2557,Eating fruits and vegetables supports immunity,reliable,social_media
2558,garlic cures all diseases,myth,forum
2559,Drinking only juice detoxes the body completely,myth,health_journal
2560,lemon water could help with digestion,uncertain,social_media
2561,honey cures all diseases,myth,social_media
2562,garlic instantly lowers blood sugar,myth,youtube
2563,Vaccines permanently weaken the immune system,myth,forum
2564,Intermittent fasting may improve some health markers,uncertain,forum
2565,lemon water could help with digestion,uncertain,youtube
2566,apple cider vinegar cures all diseases,myth,tiktok
2567,Washing hands reduces spread of bacteria and viruses,reliable,blog
2568,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2569,turmeric cures all diseases,myth,tiktok
2570,Eating fruits and vegetables supports immunity,reliable,forum
2571,Green tea might support metabolism,uncertain,social_media
2572,Regular sleep supports brain function,reliable,blog
2573,Vaccines permanently weaken the immune system,myth,health_journal
2574,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2575,turmeric may help improve concentration,uncertain,health_journal
2576,Vaccines permanently weaken the immune system,myth,blog
2577,Eating fruits and vegetables supports immunity,reliable,blog
2578,Intermittent fasting may improve some health markers,uncertain,forum
2579,Drinking only juice detoxes the body completely,myth,youtube
2580,green tea may help improve concentration,uncertain,tiktok
2581,green tea cures all diseases,myth,social_media
2582,ginger tea cures all diseases,myth,blog
2583,lemon water could help with digestion,uncertain,social_media
2584,Green tea might support metabolism,uncertain,tiktok
2585,Regular sleep supports brain function,reliable,youtube
2586,garlic instantly lowers blood sugar,myth,tiktok
2587,lemon water could help with digestion,uncertain,tiktok
2588,Exercise helps maintain cardiovascular health,reliable,forum
2589,ginger tea may help improve concentration,uncertain,social_media
2590,apple cider vinegar cures all diseases,myth,medical_source
2591,Intermittent fasting may improve some health markers,uncertain,social_media
2592,Intermittent fasting may improve some health markers,uncertain,social_media
2593,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2594,Exercise helps maintain cardiovascular health,reliable,medical_source
2595,honey instantly lowers blood sugar,myth,tiktok
2596,Green tea might support metabolism,uncertain,tiktok
2597,lemon water cures all diseases,myth,medical_source
2598,Doctors hide natural cures from patients,myth,health_journal
2599,Green tea might support metabolism,uncertain,health_journal
2600,Certain herbal remedies may reduce stress,uncertain,social_media
2601,Regular sleep supports brain function,reliable,tiktok
2602,Certain herbal remedies may reduce stress,uncertain,youtube
2603,Certain herbal remedies may reduce stress,uncertain,health_journal
2604,Regular sleep supports brain function,reliable,blog
2605,Vaccines permanently weaken the immune system,myth,forum
2606,Washing hands reduces spread of bacteria and viruses,reliable,forum
2607,honey may help improve concentration,uncertain,youtube
2608,Eating fruits and vegetables supports immunity,reliable,health_journal
2609,Drinking only juice detoxes the body completely,myth,forum
2610,Green tea might support metabolism,uncertain,tiktok
2611,ginger tea may help improve concentration,uncertain,youtube
2612,Washing hands reduces spread of bacteria and viruses,reliable,blog
2613,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2614,lemon water cures all diseases,myth,medical_source
2615,Drinking only juice detoxes the body completely,myth,forum
2616,Exercise helps maintain cardiovascular health,reliable,medical_source
2617,Regular sleep supports brain function,reliable,blog
2618,Certain herbal remedies may reduce stress,uncertain,social_media
2619,Vaccination reduces risk of infectious diseases,reliable,forum
2620,honey instantly lowers blood sugar,myth,social_media
2621,Washing hands reduces spread of bacteria and viruses,reliable,forum
2622,Intermittent fasting may improve some health markers,uncertain,social_media
2623,Drinking only juice detoxes the body completely,myth,blog
2624,Green tea might support metabolism,uncertain,tiktok
2625,Eating fruits and vegetables supports immunity,reliable,tiktok
2626,Eating fruits and vegetables supports immunity,reliable,forum
2627,Doctors hide natural cures from patients,myth,blog
2628,Doctors hide natural cures from patients,myth,youtube
2629,Vaccines permanently weaken the immune system,myth,health_journal
2630,Regular sleep supports brain function,reliable,tiktok
2631,Vaccines permanently weaken the immune system,myth,forum
2632,Certain herbal remedies may reduce stress,uncertain,forum
2633,Green tea might support metabolism,uncertain,health_journal
2634,turmeric cures all diseases,myth,tiktok
2635,turmeric cures all diseases,myth,blog
2636,Exercise helps maintain cardiovascular health,reliable,blog
2637,Drinking only juice detoxes the body completely,myth,tiktok
2638,Certain herbal remedies may reduce stress,uncertain,blog
2639,garlic may help improve concentration,uncertain,social_media
2640,Regular sleep supports brain function,reliable,blog
2641,apple cider vinegar instantly lowers blood sugar,myth,youtube
2642,Regular sleep supports brain function,reliable,forum
2643,Doctors hide natural cures from patients,myth,blog
2644,Certain herbal remedies may reduce stress,uncertain,medical_source
2645,Exercise helps maintain cardiovascular health,reliable,tiktok
2646,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
2647,Vaccines permanently weaken the immune system,myth,forum
2648,Drinking only juice detoxes the body completely,myth,medical_source
2649,Exercise helps maintain cardiovascular health,reliable,youtube
2650,Drinking only juice detoxes the body completely,myth,tiktok
2651,Vaccination reduces risk of infectious diseases,reliable,social_media
2652,Green tea might support metabolism,uncertain,youtube
2653,Green tea might support metabolism,uncertain,social_media
2654,apple cider vinegar instantly lowers blood sugar,myth,blog
2655,apple cider vinegar instantly lowers blood sugar,myth,youtube
2656,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2657,Exercise helps maintain cardiovascular health,reliable,blog
2658,Green tea might support metabolism,uncertain,blog
2659,Washing hands reduces spread of bacteria and viruses,reliable,blog
2660,green tea could help with digestion,uncertain,forum
2661,apple cider vinegar could help with digestion,uncertain,medical_source
2662,Vaccination reduces risk of infectious diseases,reliable,social_media
2663,Regular sleep supports brain function,reliable,youtube
2664,Regular sleep supports brain function,reliable,health_journal
2665,Eating fruits and vegetables supports immunity,reliable,health_journal
2666,Intermittent fasting may improve some health markers,uncertain,blog
2667,Certain herbal remedies may reduce stress,uncertain,youtube
2668,Vaccination reduces risk of infectious diseases,reliable,social_media
2669,apple cider vinegar instantly lowers blood sugar,myth,social_media
2670,Certain herbal remedies may reduce stress,uncertain,blog
2671,Exercise helps maintain cardiovascular health,reliable,social_media
2672,Vaccines permanently weaken the immune system,myth,medical_source
2673,Washing hands reduces spread of bacteria and viruses,reliable,youtube
2674,Regular sleep supports brain function,reliable,blog
2675,ginger tea cures all diseases,myth,forum
2676,Washing hands reduces spread of bacteria and viruses,reliable,blog
2677,Vaccines permanently weaken the immune system,myth,blog
2678,garlic instantly lowers blood sugar,myth,youtube
2679,garlic instantly lowers blood sugar,myth,forum
2680,Intermittent fasting may improve some health markers,uncertain,blog
2681,Regular sleep supports brain function,reliable,youtube
2682,Vaccination reduces risk of infectious diseases,reliable,youtube
2683,Vaccines permanently weaken the immune system,myth,medical_source
2684,Regular sleep supports brain function,reliable,forum
2685,Eating fruits and vegetables supports immunity,reliable,blog
2686,Green tea might support metabolism,uncertain,social_media
2687,ginger tea cures all diseases,myth,tiktok
2688,lemon water instantly lowers blood sugar,myth,forum
2689,turmeric instantly lowers blood sugar,myth,health_journal
2690,Green tea might support metabolism,uncertain,forum
2691,lemon water could help with digestion,uncertain,blog
2692,garlic could help with digestion,uncertain,social_media
2693,Doctors hide natural cures from patients,myth,social_media
2694,Washing hands reduces spread of bacteria and viruses,reliable,blog
2695,Green tea might support metabolism,uncertain,health_journal
2696,Intermittent fasting may improve some health markers,uncertain,tiktok
2697,Green tea might support metabolism,uncertain,youtube
2698,Regular sleep supports brain function,reliable,health_journal
2699,ginger tea may help improve concentration,uncertain,health_journal
2700,Drinking only juice detoxes the body completely,myth,health_journal
2701,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2702,Eating fruits and vegetables supports immunity,reliable,blog
2703,green tea cures all diseases,myth,tiktok
2704,Vaccines permanently weaken the immune system,myth,youtube
2705,Drinking only juice detoxes the body completely,myth,youtube
2706,Certain herbal remedies may reduce stress,uncertain,forum
2707,Certain herbal remedies may reduce stress,uncertain,youtube
2708,Green tea might support metabolism,uncertain,social_media
2709,Vaccination reduces risk of infectious diseases,reliable,health_journal
2710,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2711,Certain herbal remedies may reduce stress,uncertain,blog
2712,Eating fruits and vegetables supports immunity,reliable,health_journal
2713,Vaccination reduces risk of infectious diseases,reliable,blog
2714,Drinking only juice detoxes the body completely,myth,tiktok
2715,Eating fruits and vegetables supports immunity,reliable,forum
2716,Regular sleep supports brain function,reliable,tiktok
2717,turmeric instantly lowers blood sugar,myth,tiktok
2718,honey cures all diseases,myth,health_journal
2719,lemon water cures all diseases,myth,health_journal
2720,turmeric instantly lowers blood sugar,myth,youtube
2721,Intermittent fasting may improve some health markers,uncertain,medical_source
2722,Green tea might support metabolism,uncertain,medical_source
2723,Intermittent fasting may improve some health markers,uncertain,forum
2724,Green tea might support metabolism,uncertain,social_media
2725,Regular sleep supports brain function,reliable,forum
2726,turmeric could help with digestion,uncertain,tiktok
2727,Certain herbal remedies may reduce stress,uncertain,medical_source
2728,green tea could help with digestion,uncertain,health_journal
2729,Vaccines permanently weaken the immune system,myth,youtube
2730,Green tea might support metabolism,uncertain,tiktok
2731,Vaccines permanently weaken the immune system,myth,tiktok
2732,Doctors hide natural cures from patients,myth,forum
2733,Drinking only juice detoxes the body completely,myth,medical_source
2734,Intermittent fasting may improve some health markers,uncertain,health_journal
2735,Exercise helps maintain cardiovascular health,reliable,health_journal
2736,Washing hands reduces spread of bacteria and viruses,reliable,social_media
2737,Doctors hide natural cures from patients,myth,youtube
2738,lemon water cures all diseases,myth,health_journal
2739,garlic may help improve concentration,uncertain,social_media
2740,Doctors hide natural cures from patients,myth,health_journal
2741,Eating fruits and vegetables supports immunity,reliable,youtube
2742,Regular sleep supports brain function,reliable,blog
2743,ginger tea instantly lowers blood sugar,myth,health_journal
2744,Eating fruits and vegetables supports immunity,reliable,social_media
2745,Regular sleep supports brain function,reliable,youtube
2746,garlic could help with digestion,uncertain,medical_source
2747,Doctors hide natural cures from patients,myth,medical_source
2748,apple cider vinegar cures all diseases,myth,social_media
2749,garlic could help with digestion,uncertain,forum
2750,lemon water could help with digestion,uncertain,tiktok
2751,turmeric may help improve concentration,uncertain,forum
2752,Intermittent fasting may improve some health markers,uncertain,social_media
2753,Green tea might support metabolism,uncertain,health_journal
2754,Exercise helps maintain cardiovascular health,reliable,health_journal
2755,Doctors hide natural cures from patients,myth,social_media
2756,Regular sleep supports brain function,reliable,health_journal
2757,Drinking only juice detoxes the body completely,myth,medical_source
2758,Drinking only juice detoxes the body completely,myth,health_journal
2759,Green tea might support metabolism,uncertain,medical_source
2760,apple cider vinegar may help improve concentration,uncertain,blog
2761,Regular sleep supports brain function,reliable,medical_source
2762,Regular sleep supports brain function,reliable,health_journal
2763,turmeric instantly lowers blood sugar,myth,tiktok
2764,turmeric could help with digestion,uncertain,forum
2765,Eating fruits and vegetables supports immunity,reliable,health_journal
2766,green tea instantly lowers blood sugar,myth,health_journal
2767,Regular sleep supports brain function,reliable,tiktok
2768,Eating fruits and vegetables supports immunity,reliable,social_media
2769,Vaccines permanently weaken the immune system,myth,forum
2770,Intermittent fasting may improve some health markers,uncertain,youtube
2771,turmeric cures all diseases,myth,social_media
2772,Intermittent fasting may improve some health markers,uncertain,tiktok
2773,Intermittent fasting may improve some health markers,uncertain,forum
2774,Vaccines permanently weaken the immune system,myth,tiktok
2775,Exercise helps maintain cardiovascular health,reliable,health_journal
2776,Vaccines permanently weaken the immune system,myth,health_journal
2777,green tea may help improve concentration,uncertain,tiktok
2778,garlic cures all diseases,myth,youtube
2779,Eating fruits and vegetables supports immunity,reliable,tiktok
2780,Exercise helps maintain cardiovascular health,reliable,social_media
2781,Regular sleep supports brain function,reliable,tiktok
2782,lemon water may help improve concentration,uncertain,medical_source
2783,Exercise helps maintain cardiovascular health,reliable,tiktok
2784,Intermittent fasting may improve some health markers,uncertain,blog
2785,garlic could help with digestion,uncertain,social_media
2786,Vaccination reduces risk of infectious diseases,reliable,blog
2787,ginger tea could help with digestion,uncertain,health_journal
2788,Green tea might support metabolism,uncertain,youtube
2789,green tea could help with digestion,uncertain,medical_source
2790,Intermittent fasting may improve some health markers,uncertain,tiktok
2791,ginger tea could help with digestion,uncertain,forum
2792,ginger tea could help with digestion,uncertain,health_journal
2793,lemon water may help improve concentration,uncertain,blog
2794,Drinking only juice detoxes the body completely,myth,tiktok
2795,Vaccination reduces risk of infectious diseases,reliable,blog
2796,Intermittent fasting may improve some health markers,uncertain,social_media
2797,Eating fruits and vegetables supports immunity,reliable,youtube
2798,apple cider vinegar cures all diseases,myth,forum
2799,Regular sleep supports brain function,reliable,forum
2800,Vaccines permanently weaken the immune system,myth,tiktok
2801,honey may help improve concentration,uncertain,social_media
2802,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2803,green tea cures all diseases,myth,medical_source
